ROWNO,PT_NO,PT_NM,ADDR,ORG_NM,WMYR,WMOD,WMWK,LON_DGR,LON_MIN,LON_SEC,LAT_DGR,LAT_MIN,LAT_SEC,WMCYMD,WMDEP,ITEM_LVL,ITEM_AMNT,ITEM_TEMP,ITEM_PH,ITEM_DOC,ITEM_BOD,ITEM_COD,ITEM_SS,ITEM_TCOLI,ITEM_TN,ITEM_TP,ITEM_CD,ITEM_CN,ITEM_PB,ITEM_CR6,ITEM_AS,ITEM_HG,ITEM_CU,ITEM_ABS,ITEM_PCB,ITEM_OP,ITEM_MN,ITEM_TRANS,ITEM_CLOA,ITEM_CL,ITEM_ZN,ITEM_CR,ITEM_FE,ITEM_PHENOL,ITEM_NHEX,ITEM_EC,ITEM_TCE,ITEM_PCE,ITEM_NO3N,ITEM_NH3N,ITEM_ECOLI,ITEM_POP,ITEM_DTN,ITEM_DTP,ITEM_FL,ITEM_COL,ITEM_ALGOL,ITEM_CCL4,ITEM_DCETH,ITEM_DCM,ITEM_BENZENE,ITEM_CHCL3,ITEM_TOC,ITEM_DEHP,ITEM_ANTIMON,ITEM_DIOX,ITEM_HCHO,ITEM_HCB,ITEM_NI,ITEM_BA,ITEM_SE1,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,01,1회차,127,28,36,36,22,,2012.01.05,,,,         6.9,         7.6,        12.9,         1.1,         3.6,         1.3,        107,         1.471,         0.011,,,,,,,,,,,,,         4.1,,,,,         0.000,,       126,,,         1.022,         0.016,         1,         0.002,         1.436,         0.006,,,,,,,,,         2.8,,,,,,,,
1,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,09,2회차,127,28,36,36,22,,2012.09.11,,,,        23.3,         6.8,         6.4,         1.2,         6.1,         3.7,         54,         1.926,         0.048,,,,,,,,,,,,,        11.4,,,,,,,       115,,,         1.490,         0.032,        23,         0.028,         1.856,         0.034,,,,,,,,,         3.6,,,,,,,,
2,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,09,4회차,127,28,36,36,22,,2012.09.25,,,,        21.2,         8.0,         7.7,         1.4,         7.4,         8.3,        132,         1.806,         0.048,,,,,,,,,,,,,        15.4,,,,,,,       107,,,         1.274,         0.100,        17,         0.018,         1.670,         0.042,,,,,,,,,         3.9,,,,,,,,
3,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,09,3회차,127,28,36,36,22,,2012.09.18,,,,        22.2,         6.7,         6.5,         1.2,         6.8,         4.4,        150,         1.476,         0.020,,,,,,,,,,,,,        17.6,,,,,,,       115,,,         1.372,         0.052,        16,         0.014,         1.452,         0.018,,,,,,,,,         3.4,,,,,,,,
4,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,09,1회차,127,28,36,36,22,,2012.09.03,,,,        24.6,         7.3,         6.8,         1.1,         6.4,         6.0,         90,         1.668,         0.046,         0.000,         0.00,         0.00,         0.00,         0.000,         0.0000,,         0.0,,,,,         9.2,,,,,         0.000,,       124,         0.000,,         1.322,         0.020,        31,         0.027,         1.608,         0.037,,,,,,,,,         5.1,,,,,,,,
1,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,10,2회차,127,28,36,36,22,,2012.10.08,,,,        20.5,         7.9,         7.8,         1.3,         6.5,         5.5,         50,         1.630,         0.026,,,,,,,,,,,,,        14.8,,,,,         0.000,,       106,,,         1.361,         0.034,         2,         0.013,         1.583,         0.015,,,,,,,,,         3.3,,,,,,,,
2,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,10,3회차,127,28,36,36,22,,2012.10.15,,,,        19.9,         7.5,         7.5,         1.3,         7.1,         4.7,        102,         1.660,         0.050,,,,,,,,,,,,,        15.7,,,,,         0.000,,       107,,,         1.204,         0.115,         9,         0.002,         1.593,         0.029,,,,,,,,,         3.3,,,,,,,,
3,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,10,4회차,127,28,36,36,22,,2012.10.22,,,,        18.8,         7.5,         8.3,         0.9,         5.5,         4.2,         82,         1.427,         0.029,,,,,,,,,,,,,        16.9,,,,,         0.000,,       112,,,         1.996,         0.007,        10,         0.001,         1.337,         0.023,,,,,,,,,         3.2,,,,,,,,
4,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,10,5회차,127,28,36,36,22,,2012.10.29,,,,        18.3,         7.6,         8.9,         1.4,         5.6,         4.1,        422,         1.508,         0.007,,,,,,,,,,,,,        14.0,,,,,         0.000,,       109,,,         1.248,         0.025,         7,         0.001,         1.475,         0.004,,,,,,,,,         3.2,,,,,,,,
5,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,10,1회차,127,28,36,36,22,,2012.10.02,,,,        20.7,         8.8,         7.8,         1.1,         6.7,         6.4,         53,         1.787,         0.039,,,,,,,,,,,,,        20.9,,,,,         0.000,,       106,,,         1.404,         0.127,         4,         0.011,         1.696,         0.027,,,,,,,,,         3.3,,,,,,,,
1,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,11,4회차,127,28,36,36,22,,2012.11.26,,,,        12.5,         7.4,         9.2,         0.9,         4.4,         2.3,         13,         1.493,         0.018,,,,,,,,,,,,,         5.6,,,,,         0.000,,       107,,,         1.181,         0.006,         2,         0.003,         1.416,         0.007,,,,,,,,,         2.9,,,,,,,,
2,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,11,2회차,127,28,36,36,22,,2012.11.12,,,,        15.2,         7.3,        10.6,         0.8,         5.2,         2.8,         57,         1.655,         0.036,,,,,,,,,,,,,         7.0,,,,,         0.000,,       105,,,         1.191,         0.026,         8,         0.003,         1.404,         0.033,,,,,,,,,         3.0,,,,,,,,
3,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,11,3회차,127,28,36,36,22,,2012.11.19,,,,        13.8,         7.3,         8.7,         0.8,         5.3,         2.7,         15,         1.364,         0.014,,,,,,,,,,,,,         4.8,,,,,         0.000,,       105,,,         1.236,         0.020,         4,         0.004,         1.304,         0.009,,,,,,,,,         2.8,,,,,,,,
4,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,11,1회차,127,28,36,36,22,,2012.11.05,,,,        16.5,         7.3,         9.7,         1.2,         5.0,         2.7,         56,         1.596,         0.017,,,,,,,,,,,,,         8.4,,,,,         0.000,,       107,,,         1.222,         0.045,         2,         0.002,         1.545,         0.013,,,,,,,,,         4.3,,,,,,,,
1,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,12,2회차,127,28,36,36,22,,2012.12.10,,,,         8.8,         7.6,        10.5,         0.9,         4.9,         2.2,         13,         1.483,         0.017,,,,,,,,,,,,,         5.5,,,,,         0.000,,       107,,,         1.244,         0.019,         2,         0.003,         1.395,         0.008,,,,,,,,,         2.9,,,,,,,,
2,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,12,3회차,127,28,36,36,22,,2012.12.17,,,,         8.5,         7.4,         9.5,         0.9,         5.2,         1.4,         18,         1.679,         0.017,,,,,,,,,,,,,         4.5,,,,,         0.000,,       111,,,         1.238,         0.012,         1,         0.002,         1.418,         0.008,,,,,,,,,         2.7,,,,,,,,
3,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,12,4회차,127,28,36,36,22,,2012.12.24,,,,         6.5,         7.3,        10.6,         0.9,         5.3,         2.1,         15,         1.395,         0.013,,,,,,,,,,,,,         3.8,,,,,         0.000,,       106,,,         1.270,         0.014,         1,         0.003,         1.309,         0.008,,,,,,,,,         2.7,,,,,,,,
4,3008A40,대청댐,대전광역시 동구 추동  추동취수탑,금강물환경연구소,2012,12,1회차,127,28,36,36,22,,2012.12.03,,,,        11.2,         7.4,         9.8,         0.8,         4.5,         2.3,         18,         1.569,         0.018,         0.000,         0.00,         0.00,         0.00,         0.000,         0.0000,,         0.0,,,,,         5.5,,,,,         0.000,,       106,,,         1.238,         0.024,         2,         0.001,         1.450,         0.011,,,,,,,,,         2.7,,,,,,,,
