ROWNO,SITE_ID,SITE_NAME,MSR_DATE,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100 
127042,S04006,구례,2012-10-19,,,,,,1.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,8.1,132,10.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
127043,S04007,탐진호,2012-10-19,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,0.496,0.011,4.9,,,,,,,,,17.8,6.8,58,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
127044,S04008,동복호,2012-10-19,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,1,0.005,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,6.6,66,6.7,3.2,,,,,,,,,,,,,,0,,,,,,,,,,,,,
126311,S01001,가평,2012-10-19,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,1.976,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,7,95,8.9,3.8,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,
126312,S01002,흥천,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,8.1,223,9.6,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
126313,S01003,경안천,2012-10-19,,,,,,1.9,,,,,,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.1,,,,,,,,,,,,15.3,7.5,360,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126314,S01004,구리,2012-10-19,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,7.6,169,10.1,5,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,
126315,S01005,여주,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126316,S01006,원주,2012-10-19,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,7.9,157,12.4,5.9,,,,,,,,,,,,,,0,,,,,,,,,,,,,
126317,S01007,평창강,2012-10-19,,13.1,8.3,213,9.6,,0,,,,,,,,,,,,,,,,,,,,3.159,0.005,,,,,,,,,,13.1,8.3,213,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,
126318,S01009,한탄강,2012-10-19,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,263,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,7.7,313,9.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
126319,S01010,서상,2012-10-19,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,1.572,0.011,,,,,,,,,,16.9,7.2,90,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,7.2,90,7.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
126320,S01011,강천,2012-10-19,,,,,,1.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,14.6,7.9,214,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126321,S01012,의암호,2012-10-19,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.709,0.006,,,,,,,,,,16.9,7.3,91,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126322,S01014,충주,2012-10-19,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.813,0.013,5.6,,,,,,,,,17.8,7.6,186,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126323,S01015,인제,2012-10-19,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,1.676,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,7.4,73,11,0.3,,,,,,,,,,,0,,,,,,,,,,,,,,,,
126324,S01016,미산,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.451,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,7.6,425,8.2,8.2,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
126325,S01017,포천,2012-10-19,,,,,,8.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.208,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,7.4,850,8.7,6.6,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,
126326,S01018,단양,2012-10-19,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,2.653,0.004,,,,,,,,,,14,8,267,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126462,S01019,화천,2012-10-19,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.428,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,7.2,93,9.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
126463,S01020,능서,2012-10-19,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,2.601,0.013,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,8.3,200,9.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
126464,S01021,달천,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126465,S02001,성서,2012-10-19,,,,,,5.7,,,,,,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,,,,,,,,,,,,21.4,6.6,986,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.011,,,,,,,,,,,,,,,,,,,,,,,
126466,S02002,고령,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126467,S02003,왜관,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126468,S02004,강창,2012-10-19,,17.6,7.7,753,10.9,2.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126469,S02005,적포,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126470,S02006,청암,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126471,S02007,칠서,2012-10-19,,,,,,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,92,116,,,,,,18.3,7.9,180,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126472,S02008,창암,2012-10-19,,17.7,7.5,219,8.7,2.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,157,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126473,S02009,다산,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126474,S02010,남천,2012-10-19,,,,,,4.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,18,7,555,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126475,S02011,안동,2012-10-19,,,,,,3.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,15.3,7.8,148,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126476,S02012,해평,2012-10-19,,,,,,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.2,202,12.3,12,,,,,0,,,,,,,,,,,,,,,,,,,,,,
126477,S02013,진주,2012-10-19,,,,,,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,16.2,7.3,145,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126478,S02014,풍양,2012-10-19,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,2.315,0.01,,,,,,,,,,14.9,7.6,151,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126479,S02015,칠곡,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126480,S02017,상동,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2.543,0.016,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,6.9,156,8.6,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
126481,S02018,봉화,2012-10-19,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.281,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,421,10.2,1.8,0.004,0,0,0.114,,,,,,,0,,,,,,,,,,,,,,,,
126482,S02019,구미,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126483,S02020,신암,2012-10-19,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,2.24,0.004,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,8.7,182,9.7,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
126484,S02021,도개,2012-10-19,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,2.043,0.005,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,8.8,194,12.8,330.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
126485,S02022,회상,2012-10-19,,,,,,2.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668,0.004,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8.6,184,9.8,5.8,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,
126486,S03002,갑천,2012-10-19,,,,,,3.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,7.2,440,7.8,4.9,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
126487,S03003,대청호,2012-10-19,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,1.429,0.015,2.9,,,,,,,,,20,7.2,118,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
126488,S03004,공주,2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126489,S03005,부여,2012-10-19,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,40.3,,295,610,,,,,,15.8,8.5,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127031,S03008,용담호,2012-10-19,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.362,0.005,7.5,,,,,,,,,19.4,7,75,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127182,S01002,흥천,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,7.9,231,9.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
127183,S01003,경안천,2012-10-20,,,,,,1.8,,,,,,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.1,0,,,,,,,,,,,,15.4,7.5,345,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127184,S01004,구리,2012-10-20,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,7.7,167,10.4,5,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,
127185,S01005,여주,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,8.4,198,9.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
127186,S01006,원주,2012-10-20,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,7.9,156,12.3,6.7,,,,,,,,,,,,,,0,,,,,,,,,,,,,
127187,S01007,평창강,2012-10-20,,13.3,8.3,215,9.8,,0,,,,,,,,,,,,,,,,,,,,3.242,0.005,,,,,,,,,,13.3,8.3,215,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,
127188,S01009,한탄강,2012-10-20,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,338,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,7.6,318,9.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
127189,S01010,서상,2012-10-20,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,1.556,0.01,,,,,,,,,,16,7.7,88,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7.7,88,9,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
127190,S01011,강천,2012-10-20,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,14.7,7.8,201,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127191,S01012,의암호,2012-10-20,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.321,0.007,,,,,,,,,,16.8,7.4,92,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127192,S01014,충주,2012-10-20,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,2.215,0.012,6.8,,,,,,,,,17.9,7.7,186,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127193,S01015,인제,2012-10-20,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,1.689,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,7.4,74,11,0.3,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,
127194,S01016,미산,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3.169,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,7.6,417,8.2,6.7,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
127195,S01017,포천,2012-10-20,,,,,,8.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,6.209,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,7.4,870,8.4,6.5,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
127196,S01018,단양,2012-10-20,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,2.7,0.005,,,,,,,,,,13.8,8,269,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127197,S01019,화천,2012-10-20,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,1.46,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,7.2,93,9.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
127045,S01001,가평,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1.968,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,7.1,95,9.1,4.8,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,
127767,S03007,장계,2012-10-20,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,1.509,0.013,1.2,,,,,,,,,19.6,7.7,111,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127198,S01020,능서,2012-10-20,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,2.584,0.02,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,8.2,199,10.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
127199,S01021,달천,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127200,S02001,성서,2012-10-20,,,,,,6.1,,,,,,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,,,,,,,,,,,,21.4,6.6,980,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.014,,,,,,,,,,,,,,,,,,,,,,,
127201,S02002,고령,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127202,S02003,왜관,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127203,S02004,강창,2012-10-20,,17.9,7.6,793,10.7,2.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127204,S02005,적포,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127205,S02006,청암,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127206,S02007,칠서,2012-10-20,,,,,,2.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,114,110,,,,,,17.8,7.8,178,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127207,S02008,창암,2012-10-20,,18.2,7.8,228,9.7,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,113,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127208,S02009,다산,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127209,S02010,남천,2012-10-20,,,,,,3.8,,,,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,17.8,7,513,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127210,S02011,안동,2012-10-20,,,,,,3.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,15.3,7.9,146,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127211,S02012,해평,2012-10-20,,,,,,6.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,9.2,204,12.1,15.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,
127212,S02013,진주,2012-10-20,,,,,,2.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,16.5,7.3,162,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127904,S03010,옥천천,2012-10-20,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,2.639,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8.3,228,10.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
127905,S03011,이원,2012-10-20,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,2.056,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,8,130,8.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
127906,S03012,봉황천,2012-10-20,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,2.856,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,7.2,231,8.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
127907,S03013,남면,2012-10-20,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,4.216,0.034,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,7.5,322,10.1,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
127908,S04001,주암호,2012-10-20,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,0.789,0.027,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,6.7,59,8.6,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
127909,S04002,나주,2012-10-20,,,,,,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,8.8,248,12.3,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
127910,S04003,서창교,2012-10-20,,,,,,3.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,7,334,11.2,2.9,,,,,,,,,,,,,,0,,,,,,,,,,,,,
127911,S04004,옥정호,2012-10-20,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,1.905,0.028,1.3,,,,,,,,,19,6.8,77,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127912,S04005,용봉,2012-10-20,,,,,,3.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,67.5,,,,,,,,,18,7.5,303,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127913,S04006,구례,2012-10-20,,,,,,1.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,8.1,132,10.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
127914,S04007,탐진호,2012-10-20,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,0.473,0.011,4.6,,,,,,,,,17.5,6.8,58,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
127915,S04008,동복호,2012-10-20,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,0.944,0.004,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,6.6,66,6.7,2.4,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,
127934,S03008,용담호,2012-10-20,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,1.387,0.009,6.3,,,,,,,,,19.2,6.9,76,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127935,S03009,현도,2012-10-20,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,1.529,0.021,,,,,,,,0.047,0.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,6.9,87,5.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
127754,S02014,풍양,2012-10-20,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,2.368,0.009,,,,,,,,,,15,7.6,151,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127755,S02015,칠곡,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127756,S02017,상동,2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2.529,0.012,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,7,164,8.8,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
